"logFC" "logCPM" "LR" "PValue" "FDR"
"K22024" 0.570405901305201 7.80777587823104 5.85182022577113 0.0155609479224668 0.59569675414081
"K03609" 0.335510852791097 9.16434536460286 5.82082941432131 0.0158374750044455 0.59569675414081
"K03797" 0.28336816459554 9.62396524610111 5.8055683086775 0.015975503861049 0.59569675414081
"K05795" 0.528254130589697 8.13382345497842 5.71153383731799 0.0168538072898167 0.617972933959947
"K20265" -0.641494276244248 7.28911527885452 5.58168946653985 0.0181492062675639 0.638076175188993
"K07272" -0.953260078982139 6.82209935845616 5.57526585687824 0.0182158993204736 0.638076175188993
"K07118" -0.778095350793228 6.73669453135458 5.56986385941038 0.0182721813804121 0.638076175188993
"K00634" 0.718127038167894 7.08567154936299 5.488319239497 0.0191439383491954 0.649972768444601
"K07456" 0.261833456281395 10.0973205429856 5.45520527627546 0.0195101117651851 0.649972768444601
"K03488" 0.660700666583737 8.24303213865755 5.44722957505393 0.0195993838729069 0.649972768444601
"K16212" -0.596487178812669 7.47063956356514 5.4299165341101 0.0197946252208129 0.649972768444601
"K00571" -0.504873666079162 8.52248457738266 5.37575435502189 0.0204185095281474 0.651893378679807
"K03752" -0.723510260407287 6.50658760608263 5.37342891464764 0.0204457468767758 0.651893378679807
"K00030" -0.700221227179102 7.31102123512104 5.30574848288899 0.0212551651308247 0.668019475540204
"K05936" -0.522200457373317 8.17161083723393 5.17127442038499 0.0229633635418494 0.704674786898291
"K03430" 0.704528377581771 6.85997461620415 5.16382268153706 0.0230620839348532 0.704674786898291
"K03427" -0.20395400232704 11.1738554575122 5.09093356943108 0.0240512408499175 0.72483191602491
"K01811" -0.277649295184186 9.43922189262018 5.03853199419978 0.0247894886655051 0.736984798163665
"K00266" -0.214234227253921 10.6597960059384 4.97071439789161 0.0257799972883782 0.749715505133541
"K01609" -0.497366390244672 7.62914689897712 4.95627808703514 0.0259961020644585 0.749715505133541
"K23508" -0.579720935220882 8.1460869632977 4.93986182267543 0.0262441345755413 0.749715505133541
"K07056" 0.241057913645357 9.54556412055469 4.91230093702969 0.0266660959709921 0.749715505133541
"K01567" 0.532836742445738 8.32567046334833 4.87907508737427 0.0271841819148941 0.749715505133541
"K03592" 0.565556571814319 7.44406411729677 4.8741172210606 0.027262382004856 0.749715505133541
"K02404" 0.679389912144993 6.81628888390063 4.85216838086137 0.0276114005001175 0.749939272842697
"K02315" 0.375821716709588 9.85389374269061 4.82806269651938 0.0280000767315612 0.751221570846763
"K02408" 0.684658759342342 7.07390616389038 4.75665883015273 0.0291851489814797 0.758127278288771
"K03608" 0.705301115238572 6.74308614775079 4.75151147735898 0.0292725716853948 0.758127278288771
"K06199" -0.570009562831694 7.16468235294488 4.75041196125566 0.0292912812066116 0.758127278288771
"K10012" 0.685640527884463 7.09462606666877 4.66878717440738 0.0307156111336914 0.758415076648018
"K07012" -0.381297677013166 8.82317023488645 4.62808408704123 0.0314526676590266 0.758415076648018
"K00065" -0.550987702806673 7.4263225744881 4.6200468098512 0.0316003757998199 0.758415076648018
"K00068" 0.798508623917176 6.43469170589212 4.61679456438534 0.0316603506819815 0.758415076648018
"K03768" 0.271293051084384 9.44345969111795 4.61196338680496 0.0317496620907915 0.758415076648018
"K01880" 0.207166140498755 9.77887303984681 4.60931827443469 0.0317986721989415 0.758415076648018
"K13653" 0.325112132483633 9.64105620223216 4.59712793906276 0.0320255638783762 0.758415076648018
"K18344" 0.433542533259015 7.96017937677899 4.58466753305112 0.0322592289407938 0.758415076648018
"K03830" 0.517548506761099 7.35801811651434 4.57694136696572 0.0324050078204153 0.758415076648018
"K01776" 0.259053855268747 9.16188796227106 4.52288880393142 0.0334443155261026 0.774499938499217
"K07052" 0.398934573894066 9.32583227341302 4.46446551178169 0.034606915125291 0.781200382758126
"K02431" 0.584709698564468 7.13764621323341 4.46118572613747 0.0346734210559943 0.781200382758126
"K03559" -0.615511693509603 7.03763984957856 4.45384213353253 0.0348228159746107 0.781200382758126
"K00616" -0.45464225548862 8.50215528671308 4.43767855105213 0.0351540172241157 0.781200382758126
"K03799" -0.763375470697985 7.06988340871448 4.4131304798764 0.0356633374786801 0.784593424530962
"K12267" -0.531647031873419 7.19586444493273 4.36885572921418 0.0366015626096568 0.797261759814306
"K01685" -0.317002542166598 8.90046023586111 4.29703101210728 0.0381789691037132 0.818060522699519
"K03466" 0.200603587323044 10.497473738556 4.2916443606083 0.0383001062900229 0.818060522699519
"K14083" -0.944557864556684 6.71868621177443 4.2584816191406 0.0390548147500536 0.825484784688639
"K00001" -0.562980196943848 7.02391959048365 4.24361738387708 0.0393981374510487 0.825484784688639
"K00215" 0.254567541118394 9.24760762810919 4.17597684937916 0.0410009204211152 0.838225284568047
"K16213" -0.518177654267755 7.16951172451507 4.17293875161958 0.041074497043601 0.838225284568047
"K01066" -0.511902854788771 7.55418874206399 4.16985828948026 0.0411492412424314 0.838225284568047
"K10793" -0.663826652123381 6.51913058600363 4.10545849103631 0.0427450001348527 0.849911027176122
"K01788" 0.576900556706347 7.78699735258736 4.10291190148554 0.0428094234546855 0.849911027176122
"K03315" 0.336394071898053 8.79950863325535 4.10005279161661 0.0428818745529771 0.849911027176122
"K09692" 0.643266701441932 7.71540477211678 4.08406654619218 0.0432893561732643 0.850326639117692
"K07678" 0.646519708320398 6.62695281595157 4.04306991673318 0.0443530693458982 0.854618055232953
"K15342" -0.371651899901776 8.67441341888182 4.01514292428041 0.0450934012291457 0.854618055232953
"K02007" -0.452705018841906 7.29272829672825 3.9780907626905 0.0460957838365294 0.854618055232953
"K00575" 0.353782329141627 8.81610210793037 3.97727088533843 0.0461182279046745 0.854618055232953
"K07098" 0.250737412830282 9.69886364143639 3.96248015538646 0.0465251070115461 0.854618055232953
"K02798" -0.431403921245707 8.0812839476603 3.94960728867342 0.0468823075377755 0.854618055232953
"K07496" -0.48867525261988 9.2445139358551 3.94470795481627 0.047019014509541 0.854618055232953
"K06919" -0.365642060742788 8.90480988191525 3.94273451597344 0.0470741984207233 0.854618055232953
"K01179" -0.565278835089253 8.81511010943337 3.94191112593421 0.0470972433332739 0.854618055232953
"K07053" 0.355923841613269 9.31092189538017 3.90007638968594 0.0482839122050662 0.854618055232953
"K02654" 0.4114978429822 8.25184606225897 3.88148631031972 0.0488213189817708 0.854618055232953
"K07793" -0.316324965901135 9.88840486206794 3.85001985665641 0.049745401788044 0.854618055232953
"K01599" -0.371144174739926 8.76043096279817 3.84464244189909 0.049905161289787 0.854618055232953
"K02472" 0.541877304500918 7.76005192873694 3.84046996517758 0.0500294963279362 0.854618055232953
"K11529" -0.423961343909088 8.12175723740514 3.81617146757866 0.0507600980014725 0.854618055232953
"K05989" -0.33447534867409 9.84610850435062 3.80795390780658 0.0510097267241388 0.854618055232953
"K06320" 0.919362713095426 7.14958881393284 3.7802743352686 0.051860157272186 0.854618055232953
"K01952" 0.211612384809626 10.9769976304388 3.77580299447986 0.0519989363902294 0.854618055232953
"K02687" 0.207825456674966 9.27371262910285 3.77410466127673 0.0520517512776487 0.854618055232953
"K02049" 0.299007232572496 9.47740548825699 3.76685908064867 0.0522777133292325 0.854618055232953
"K07126" -0.287720142326833 10.8092036102244 3.76251329899677 0.0524137395108258 0.854618055232953
"K19147" -0.652824988946633 6.77831941613 3.75926252864614 0.0525157359029819 0.854618055232953
"K01817" -0.460738415354059 7.2691310779434 3.75920200512481 0.0525176368839064 0.854618055232953
"K22230" 0.646336329651211 7.19184514630154 3.7405292738909 0.0531076203434986 0.854618055232953
"K00756" 0.395930395575692 8.1313952340922 3.72598954241227 0.0535718758483634 0.854618055232953
"K01644" 0.523278697724733 7.27876710440596 3.71767094437352 0.0538394211355606 0.854618055232953
"K00655" 0.327432486317199 9.26005657917207 3.71281286319827 0.0539963225806275 0.854618055232953
"K15580" -0.355351134202319 9.70434638245633 3.69956498483271 0.0544266562408713 0.855276026642264
"K02334" -0.399472020496035 9.60087850445121 3.62974243795847 0.0567555992247298 0.883359757129108
"K01686" -0.237173095687726 9.05674789003141 3.62210009089939 0.0570168570510606 0.883359757129108
"K01625" -0.327658608301229 8.99405956199378 3.59900897816596 0.0578140259025732 0.88944655234728
"K01654" 0.540868024940003 7.44527132111534 3.585861240963 0.0582732034471683 0.890285052665072
"K01585" 0.285331183047293 9.10319667111628 3.5662655589856 0.0589647774495358 0.894638002682612
"K20116" 0.435259737309043 7.71896235558439 3.52103718133493 0.0605945167976946 0.902556277531854
"K00874" -0.274099451599524 9.43667379293815 3.48902874878316 0.0617768192580885 0.902556277531854
"K00169" -0.339256657243716 8.37524296403527 3.48714947847876 0.0618469933228049 0.902556277531854
"K09952" 0.57797356406047 6.88665136776706 3.47217486165912 0.0624092052468078 0.902556277531854
"K00694" -0.529681180230998 6.98973252659428 3.47186078597811 0.0624210551366406 0.902556277531854
"K18234" -0.371247564804739 8.3923931244756 3.46424713545793 0.0627090483214953 0.902556277531854
"K11631" 0.570803401957857 6.61863118597711 3.46412435173905 0.0627137043098746 0.902556277531854
"K17103" 0.453183166181692 7.3140418666659 3.46267514099639 0.0627686865738062 0.902556277531854
"K00595" -0.456791740290434 8.38813726304882 3.44450155712284 0.0634625610525162 0.906608015035946
"K02283" 0.270430557542606 9.09382133589291 3.41719216668845 0.0645206658318618 0.915777192452232
"K03303" -0.624861089050972 7.05398580230993 3.40436173087158 0.0650242654408578 0.91700887160184
"K06890" -0.424976624970309 7.43385084239983 3.3837770874148 0.0658410053792854 0.919315677563549
"K00766" -0.555410433770442 8.38091577919968 3.37921285255925 0.0660235804795639 0.919315677563549
"K03367" -0.669519560693762 6.58130307956472 3.36234843178392 0.0667028825264442 0.9229329657747
"K18707" 0.196273853062409 9.53248105704959 3.35200366340995 0.067123263608885 0.922944874622169
"K01802" -0.616232811982187 6.65445130087099 3.34132447680752 0.0675602060932818 0.923182940405093
"K01262" 0.183096592793608 10.1837500662874 3.31066111617358 0.0688317957017678 0.928125671887049
"K03307" 0.229601712450232 9.70030812205164 3.29644137036266 0.0694301467513895 0.928125671887049
"K06383" 0.766679093075614 6.84630658336418 3.28875833342651 0.0697557547309665 0.928125671887049
"K06714" 0.745352480577584 6.66116016772967 3.27723712021552 0.0702470925837503 0.928125671887049
"K01193" -0.285988187555823 9.64782739500098 3.25352059242519 0.0712702234668374 0.928125671887049
"K19285" -0.610545320715768 6.90014382978344 3.24660868498286 0.0715713990928483 0.928125671887049
"K10190" -0.680755131613513 6.48299497279784 3.24589806920325 0.0716024403102662 0.928125671887049
"K03735" 0.54925804015644 7.18185724469765 3.23821310389176 0.0719390594700033 0.928125671887049
"K10119" -0.381035366323551 9.79383267247179 3.23730074550171 0.0719791353843432 0.928125671887049
"K01739" -0.701616069484003 7.14486240525834 3.22228449933877 0.0726421842160372 0.928125671887049
"K07483" -0.363358649043518 8.42489385774206 3.21582105380825 0.0729295943272563 0.928125671887049
"K01714" -0.198370540628263 10.1752500179926 3.21001355771803 0.0731888769323613 0.928125671887049
"K11105" 0.647703390305783 6.90386535343854 3.19561613113381 0.0738359426827196 0.928125671887049
"K09125" 0.521598965344168 7.03148485590925 3.19447292459017 0.0738875844644006 0.928125671887049
"K06885" -0.420880964100395 7.78425731903457 3.18647291488146 0.074250053750964 0.928125671887049
"K07448" 0.53718774687805 7.54622783845936 3.16364990761084 0.0752946671360133 0.93286041055383
"K06042" -0.436725664202344 7.97127938472034 3.15634416460568 0.0756323794900799 0.93286041055383
"K13010" 0.523590581329901 6.84920751460895 3.15055989874059 0.0759009152223343 0.93286041055383
"K02557" 0.239797821230862 8.7958280462399 3.13067342443153 0.0768319965639834 0.936237968998225
"K02008" -0.592811555168032 6.69261471003675 3.12654442608785 0.0770268510857631 0.936237968998225
"K10009" -0.493341077477341 6.79691608323629 3.11663775754824 0.0774965349755863 0.936771301902691
"K12940" -0.527212261472546 7.20389425436484 3.08938899454241 0.0788043936310922 0.940484680256714
"K00027" 0.179202677316489 9.57632993130445 3.08838805803053 0.0788528858288362 0.940484680256714
"K11749" 0.170409092735655 9.58063122204555 3.08358118510927 0.0790862117488601 0.940484680256714
"K21395" -0.571411099870564 8.02681996968305 3.0726760270468 0.0796183109095411 0.941721956994572
"K11733" -0.754450016871793 6.62807974781904 3.05173857903988 0.0806507645587186 0.943740784869549
"K03572" 0.185549542169218 9.99885592354627 3.04083867931938 0.0811939585243325 0.943740784869549
"K02863" 0.227487635339701 9.37491891861042 3.03690991462609 0.0813907139356206 0.943740784869549
"K01442" 0.285224343894034 8.81738905407792 3.03463484961205 0.0815048859660065 0.943740784869549
"K04041" -0.282803268211803 9.29049070639296 2.98382920682304 0.0841000872824901 0.963694456180365
"K01750" 0.598035397471881 6.56393723474353 2.98374920710057 0.0841042434484682 0.963694456180365
"K02020" -0.490613150817776 7.525937403538 2.96505316385564 0.0850816610752782 0.969842768733742
"K15256" 0.654396142598531 6.66208894039865 2.95252220708566 0.0857436431776293 0.972350592736002
"K03308" -0.180475943839588 10.4988847694467 2.93525415331232 0.0866650222413482 0.973733362807781
"K02950" 0.242303913095386 8.98282723502104 2.91453676104526 0.0877846172475738 0.973733362807781
"K05810" 0.23043608374123 8.97781545839343 2.91236772396847 0.0879027376769927 0.973733362807781
"K11074" -0.542919599933769 6.50762345163537 2.89457372852385 0.0888782821807435 0.973733362807781
"K16786/K16787" 0.462550137675127 8.32473929245226 2.87581158573448 0.089919632222447 0.973733362807781
"K03785" -0.525314107856817 7.98790463767964 2.87466990016703 0.0899834246145288 0.973733362807781
"K01155" -0.439520040195946 7.11455149137065 2.86796195091792 0.0903592286439982 0.973733362807781
"K01042" 0.412681811687706 7.08691347806309 2.86435335133014 0.0905620999472125 0.973733362807781
"K07533" 0.629720616604089 6.81158627054806 2.86103151925621 0.0907492865376536 0.973733362807781
"K07107" -0.317692317539666 8.06887708703044 2.8566309752213 0.0909979059526515 0.973733362807781
"K00763" 0.215840933748898 9.76702000794119 2.85533079681883 0.0910715041218912 0.973733362807781
"K00702" -0.453430973227901 7.70261940758039 2.85347172806352 0.0911768512447285 0.973733362807781
"K09761" 0.259063092087587 8.96484334626627 2.84102978442587 0.0918853094626295 0.976558844530362
"K03616" 0.232075610407535 9.0220524044648 2.81845451745505 0.0931860887920129 0.982607699801953
"K04565" 0.446078863674437 7.25594114772186 2.81248982004666 0.093533106139554 0.982607699801953
"K07088" -0.394937623851453 9.33059720045012 2.80419436626113 0.0940180619012778 0.982607699801953
"K01227" 0.660492981437372 7.44289563886147 2.80039629092798 0.0942410112082783 0.982607699801953
"K04759" 0.166053433979631 11.31249061338 2.78604981070675 0.09508836328477 0.986766034087236
"K06373" 0.449040760496414 8.39492732646332 2.73968862177659 0.0978838383525509 0.999042128291541
"K03697" -0.597804195470259 6.86500871646144 2.72183907745458 0.0989839084713746 0.999042128291541
"K06408" 0.363227180458318 8.42285075260507 2.70948414523162 0.0997532437719677 0.999042128291541
"K18910" 0.613190140239744 6.94894356894487 2.70581569118371 0.0999829317764582 0.999042128291541
"K03286" -0.508028398978832 6.93922167268065 2.69353316025891 0.100756176298287 0.999042128291541
"K07407" -0.235929044706512 11.0531900807069 2.69175804324861 0.100868467807975 0.999042128291541
"K01273" 0.305769448861207 8.85639762660523 2.67461852850422 0.101959754736516 0.999042128291541
"K10671" 0.47456266874663 6.97811919381667 2.66671879079642 0.102467078276475 0.999042128291541
"K02397" 0.577372697752647 7.11338476411908 2.66039998168271 0.10287486204061 0.999042128291541
"K02083" -0.527021430585987 6.54779751673987 2.66038920451544 0.102875559059126 0.999042128291541
"K19425" 0.574230788359524 7.44767212302175 2.65087232813542 0.103493089892544 0.999042128291541
"K02227" -0.29118221281774 8.34347624164354 2.63678887716634 0.104414395638132 0.999042128291541
"K01224" -0.405201247584672 7.44426931647048 2.63049803814142 0.104828826539187 0.999042128291541
"K20866" -0.493084622496989 6.61044179031689 2.62848742730297 0.104961662311727 0.999042128291541
"K06412" 0.402909526904109 8.0967817175388 2.61002506461514 0.106190084003227 0.999042128291541
"K00773" 0.269852285615243 9.88039744300534 2.59946917265023 0.106899514221347 0.999042128291541
"K21993" -0.466932365888092 7.89890721105103 2.5986543721073 0.106954490329027 0.999042128291541
"K02189" -0.570692156398931 7.94813312529636 2.59757481604934 0.107027377771106 0.999042128291541
"K01488" -0.369146639163555 7.69279312317348 2.59437392405205 0.107243810191853 0.999042128291541
"K03588" 0.177682152641013 9.84709934600579 2.58432717777263 0.107926260071028 0.999042128291541
"K02818" -0.478633937090937 6.72964990300757 2.58249064426589 0.108051525797698 0.999042128291541
"K10547" -0.480388653100979 7.29414780108684 2.5551759929589 0.109933571796637 0.999042128291541
"K10189" -0.693040087016634 6.73275693234766 2.54096706037789 0.110926827488563 0.999042128291541
"K02006" -0.476244562787121 7.46656552898438 2.53884750864709 0.11107583609095 0.999042128291541
"K01778" 0.171240849089134 9.59473765296755 2.53329048655292 0.111467552339072 0.999042128291541
"K01966" 0.411248882997763 8.25102989046985 2.5327770022024 0.111503824673261 0.999042128291541
"K00611" 0.18910319255594 9.7461465554228 2.52886238793509 0.111780778952676 0.999042128291541
"K06221" -0.490585665674568 6.97038119289151 2.5256628395498 0.112007705634376 0.999042128291541
"K06993" 0.49190785291861 6.95361902895503 2.52473681096686 0.112073478447365 0.999042128291541
"K03281" -0.540197390293711 7.38315446605848 2.52188012031805 0.112276648044199 0.999042128291541
"K06406" 0.290052879962123 9.046975125296 2.52112133587222 0.112330681409416 0.999042128291541
"K03534" -0.374167549550227 7.15218725746706 2.52007145850224 0.112405490856171 0.999042128291541
"K03568" 0.456543180150648 8.62964828381056 2.51615484082646 0.112685055637443 0.999042128291541
"K01809" -0.254695683276334 8.95028434093294 2.50875732482862 0.113215175888758 0.999042128291541
"K01813" 0.376796502181522 7.95244382124763 2.50657822427586 0.113371857939642 0.999042128291541
"K02768" -0.353108910064223 7.86564706740973 2.50046907267795 0.113812394798259 0.999042128291541
"K04066" 0.155007058982209 10.2885146068788 2.49598877522097 0.114136672799517 0.999042128291541
"K06987" -0.421218826407255 7.564660803695 2.48441900741446 0.114978800078729 0.999042128291541
"K06921" 0.274655961865112 8.53072368467797 2.47990342173181 0.115309333145202 0.999042128291541
"K01845" 0.350744225502997 9.17331178730888 2.4745264330906 0.115704287816053 0.999042128291541
"K00919" 0.180525454017601 9.22242945496623 2.46844210369552 0.116153000404743 0.999042128291541
"K05569" 0.592444646286196 6.71542348781158 2.46060901819384 0.116733513449986 0.999042128291541
"K10200" 0.460740665111871 7.01660326849871 2.45913016563889 0.116843470993168 0.999042128291541
"K10036" -0.522128751111097 7.01264996427087 2.45500097666786 0.117151095988315 0.999042128291541
"K11737" -0.611676368900821 6.60591598090248 2.44151666209458 0.118161929277867 0.999042128291541
"K19165" 0.521432147743367 6.71709996063969 2.4364668055336 0.118542963415189 0.999042128291541
"K22933" -0.597547541807815 6.55808236522309 2.43456071929 0.118687139179797 0.999042128291541
"K03394" -0.40118606793178 7.52322902214845 2.42384788911375 0.119501071817354 0.999042128291541
"K02799/K02800" -0.5652165694208 6.69765195425931 2.42114452796849 0.11970744073655 0.999042128291541
"K01235" 0.602358322165712 6.8470960223712 2.42028503073157 0.119773135569429 0.999042128291541
"K02483" 0.299586465703882 8.4144180871675 2.40058106426532 0.121290190910745 0.999042128291541
"K06148" 0.475327292998911 8.13083364188006 2.39128673241147 0.122013162632014 0.999042128291541
"K03502" -0.195871417492758 9.63843120398046 2.38387556972978 0.122593073528776 0.999042128291541
"K07505" 0.598768194947771 7.18947091551729 2.38271131094577 0.122684452286541 0.999042128291541
"K01226" -0.411586135870518 7.59690804509882 2.36888287146572 0.123775598213222 0.999042128291541
"K00554" 0.175818364560876 9.4423305629344 2.3662730392318 0.123982735157611 0.999042128291541
"K20444" 0.273951733248878 9.82270877134517 2.35763505670372 0.124671063520377 0.999042128291541
"K13292" 0.159170902349806 9.30883221200765 2.35390330315218 0.12496974481534 0.999042128291541
"K02377" 0.270638300397905 8.63992345183147 2.33801947018781 0.126249976706462 0.999042128291541
"K07484" -0.225273523432822 9.11840962172281 2.33213095588642 0.126728287961939 0.999042128291541
"K01815" -0.388188513790537 8.14576367908582 2.33146049154446 0.126782876001465 0.999042128291541
"K03657" 0.138483280551155 11.4946904355254 2.32913006851702 0.12697281853199 0.999042128291541
"K01698" 0.495937707316347 8.70031432615865 2.32867987747413 0.127009548093575 0.999042128291541
"K06133" 0.419127533083018 8.05100186912403 2.32646037762429 0.127190802436354 0.999042128291541
"K10820" -0.336433904775894 8.32783917015604 2.32567970597227 0.127254623993503 0.999042128291541
"K18122" 0.529790059104667 7.00004060575341 2.30611778444674 0.128865547675704 0.999042128291541
"K06223" -0.287417724054181 9.51515695794634 2.29609628103653 0.129699606339367 0.999042128291541
"K07402" -0.363005592888362 8.33578999685453 2.2824915784035 0.130841528572181 0.999042128291541
"K13566" 0.415529677210991 7.05452365416209 2.28129571328148 0.130942439377599 0.999042128291541
"K02492" 0.410131436776217 7.82715203998436 2.2803336070415 0.131023687905133 0.999042128291541
"K23509" -0.25722109156497 8.46481958054348 2.27585313544962 0.131402799062938 0.999042128291541
"K06971" 0.523825218873549 6.88104750659288 2.27335175723027 0.13161498329288 0.999042128291541
"K02303" 0.502208769300115 6.65995400455108 2.27064030210917 0.13184541971043 0.999042128291541
"K02790" 0.492076446468778 6.77937480019625 2.25763504110758 0.1329569680729 0.999042128291541
"K00609" -0.181279776837631 9.53418963469977 2.2569729616151 0.133013834749137 0.999042128291541
"K00941" -0.208422381991355 8.83313742876386 2.25665793708326 0.133040902063725 0.999042128291541
"K01299" -0.434839814050494 7.5797203370237 2.25328520655475 0.133331077366429 0.999042128291541
"K05567" 0.565797420952743 6.81300176787099 2.25273777887878 0.133378242371575 0.999042128291541
"K04566" 0.769077932856967 6.56468786583105 2.24931209335391 0.13367381463879 0.999042128291541
"K12452" 0.243625772804741 9.01361786671145 2.24896726189108 0.133703607640572 0.999042128291541
"K03778" 0.315082554679161 7.89604850236157 2.24483124677362 0.134061533108761 0.999042128291541
"K06283" 0.468683944029659 7.95725644490955 2.23818504213018 0.134638933140011 0.999042128291541
"K02217" -0.317167730730584 7.98896675158414 2.22521896207339 0.135773407358942 0.999042128291541
"K03826" 0.480726426697711 6.78879316895983 2.22220444789699 0.136038694009799 0.999042128291541
"K06024" 0.259954924856893 8.64305544820094 2.21695822962351 0.136501762508367 0.999042128291541
